image id,true label,confidence,prediction
4747,5,1.0,"[np.float32(1.0564858e-20), np.float32(1.078381e-18), np.float32(1.8937943e-11), np.float32(4.7781076e-12), np.float32(1.1292532e-20), np.float32(1.0), np.float32(1.1005781e-17), np.float32(7.83149e-12), np.float32(7.184064e-18), np.float32(6.371304e-20)]"
9738,6,0.9999957,"[np.float32(8.876602e-13), np.float32(2.173796e-12), np.float32(3.0706826e-06), np.float32(3.365301e-08), np.float32(1.2433626e-06), np.float32(6.0780847e-10), np.float32(0.9999957), np.float32(1.13276874e-13), np.float32(1.6216395e-12), np.float32(1.5344619e-12)]"
3470,7,0.99673504,"[np.float32(1.890118e-06), np.float32(7.2773996e-09), np.float32(3.8157335e-08), np.float32(5.636544e-05), np.float32(3.266864e-05), np.float32(0.003172808), np.float32(1.8126055e-08), np.float32(0.99673504), np.float32(9.4498995e-09), np.float32(1.0911178e-06)]"
9105,8,0.9946731,"[np.float32(2.7646422e-05), np.float32(0.000565112), np.float32(3.4675596e-12), np.float32(8.226423e-10), np.float32(1.2654939e-13), np.float32(2.5039896e-13), np.float32(2.4080517e-11), np.float32(5.1259116e-13), np.float32(0.9946731), np.float32(0.0047341837)]"
293,9,0.6286051,"[np.float32(2.521597e-16), np.float32(0.37139487), np.float32(3.882994e-29), np.float32(2.1895397e-31), np.float32(7.349884e-34), np.float32(2.1760838e-31), np.float32(6.52615e-29), np.float32(1.1899378e-30), np.float32(1.6755644e-11), np.float32(0.6286051)]"
6187,0,1.0,"[np.float32(1.0), np.float32(6.1791968e-18), np.float32(2.0919463e-29), np.float32(1.5282336e-26), np.float32(2.615588e-26), np.float32(5.450624e-34), np.float32(1.3400696e-36), np.float32(7.0082827e-25), np.float32(2.0413163e-18), np.float32(2.168989e-12)]"
7595,1,0.6993276,"[np.float32(1.957897e-05), np.float32(0.6993276), np.float32(1.4083652e-15), np.float32(5.583607e-11), np.float32(2.232557e-19), np.float32(2.8689292e-16), np.float32(2.8093114e-15), np.float32(1.4097823e-14), np.float32(0.27581277), np.float32(0.02484001)]"
9168,2,1.0,"[np.float32(3.9528675e-11), np.float32(4.073784e-21), np.float32(1.0), np.float32(1.3929337e-10), np.float32(4.5864628e-08), np.float32(1.5044837e-14), np.float32(2.0264832e-09), np.float32(1.0591715e-16), np.float32(8.474997e-13), np.float32(5.223242e-22)]"
7854,3,0.9999999,"[np.float32(8.206537e-11), np.float32(9.181891e-12), np.float32(3.7845335e-12), np.float32(0.9999999), np.float32(5.6098816e-14), np.float32(2.9387811e-08), np.float32(1.7466794e-11), np.float32(3.0236761e-12), np.float32(7.711088e-08), np.float32(4.5787246e-13)]"
458,4,0.9999609,"[np.float32(9.600927e-10), np.float32(1.5927201e-12), np.float32(5.719143e-08), np.float32(3.836012e-05), np.float32(0.9999609), np.float32(3.3461572e-07), np.float32(3.3977108e-07), np.float32(1.4515359e-08), np.float32(4.2311384e-12), np.float32(1.9562811e-13)]"
3931,5,1.0,"[np.float32(3.5468866e-17), np.float32(8.843726e-19), np.float32(2.77888e-13), np.float32(2.3258087e-09), np.float32(2.2148064e-17), np.float32(1.0), np.float32(1.5217606e-16), np.float32(1.0598087e-11), np.float32(5.344893e-19), np.float32(4.9951787e-18)]"
5131,6,1.0,"[np.float32(5.993593e-23), np.float32(1.6013023e-23), np.float32(1.5338343e-11), np.float32(8.357804e-15), np.float32(4.619878e-16), np.float32(6.223484e-17), np.float32(1.0), np.float32(4.1620885e-24), np.float32(8.843974e-24), np.float32(1.1912547e-22)]"
4332,7,0.99999976,"[np.float32(2.5302565e-13), np.float32(1.0286425e-15), np.float32(7.667982e-12), np.float32(3.8220273e-13), np.float32(1.8656057e-07), np.float32(7.8078705e-10), np.float32(3.1488058e-20), np.float32(0.99999976), np.float32(3.055172e-16), np.float32(2.021867e-11)]"
2374,8,0.99802643,"[np.float32(0.0005917119), np.float32(0.00015867916), np.float32(4.728212e-12), np.float32(2.7890305e-12), np.float32(3.3856063e-14), np.float32(3.3366013e-15), np.float32(1.3943731e-09), np.float32(3.2183891e-15), np.float32(0.99802643), np.float32(0.0012231744)]"
5608,9,1.0,"[np.float32(1.7613417e-27), np.float32(3.4441322e-14), np.float32(3.1809738e-32), np.float32(4.0463942e-32), np.float32(2.45306e-40), np.float32(1.2411582e-31), np.float32(2.1872569e-26), np.float32(1.2771687e-27), np.float32(1.2597102e-28), np.float32(1.0)]"
6712,0,1.0,"[np.float32(1.0), np.float32(5.0671516e-17), np.float32(1.23382e-12), np.float32(8.305962e-12), np.float32(5.211106e-13), np.float32(3.2427865e-16), np.float32(8.1619674e-19), np.float32(3.4678387e-20), np.float32(1.4388468e-15), np.float32(1.2466468e-18)]"
5240,1,0.9999846,"[np.float32(7.1870863e-06), np.float32(0.9999846), np.float32(2.2015152e-12), np.float32(3.045818e-15), np.float32(3.6798465e-16), np.float32(5.8455074e-17), np.float32(1.8614014e-16), np.float32(1.06701545e-14), np.float32(8.147183e-06), np.float32(1.5292308e-07)]"
7940,2,0.95813894,"[np.float32(2.7708234e-05), np.float32(5.384144e-06), np.float32(0.95813894), np.float32(1.3639772e-06), np.float32(1.0840576e-05), np.float32(2.433574e-05), np.float32(0.04178666), np.float32(9.71212e-08), np.float32(4.418709e-06), np.float32(2.2458767e-07)]"
2046,3,0.9831223,"[np.float32(2.7401338e-05), np.float32(9.595636e-05), np.float32(0.007553277), np.float32(0.9831223), np.float32(6.587607e-06), np.float32(0.009148055), np.float32(6.456743e-06), np.float32(2.67486e-05), np.float32(1.245757e-05), np.float32(7.919348e-07)]"
3402,4,0.9998604,"[np.float32(1.0210168e-08), np.float32(3.2307278e-07), np.float32(1.10561505e-05), np.float32(7.02626e-07), np.float32(0.9998604), np.float32(1.2404274e-07), np.float32(0.00012714035), np.float32(1.0759109e-07), np.float32(1.8410414e-09), np.float32(1.2691058e-07)]"
6072,5,0.99999774,"[np.float32(2.5862238e-11), np.float32(9.1745014e-12), np.float32(2.2117834e-09), np.float32(1.9045277e-06), np.float32(2.3151877e-07), np.float32(0.99999774), np.float32(8.734443e-11), np.float32(1.1940523e-07), np.float32(1.0900861e-13), np.float32(1.0358259e-09)]"
4898,6,1.0,"[np.float32(3.6668677e-18), np.float32(7.8669295e-15), np.float32(5.3203895e-12), np.float32(7.3278386e-14), np.float32(1.8187073e-14), np.float32(7.899399e-17), np.float32(1.0), np.float32(1.0468142e-19), np.float32(9.778123e-15), np.float32(4.1079232e-16)]"
1170,7,1.0,"[np.float32(3.1472887e-23), np.float32(1.9062942e-29), np.float32(9.594268e-22), np.float32(3.55224e-22), np.float32(1.2433407e-19), np.float32(1.01033254e-17), np.float32(1.236011e-34), np.float32(1.0), np.float32(1.9874112e-29), np.float32(6.098811e-23)]"
6987,8,0.8202794,"[np.float32(0.17944448), np.float32(2.6067042e-05), np.float32(1.6235625e-05), np.float32(2.4085057e-06), np.float32(6.457065e-05), np.float32(2.3628422e-08), np.float32(2.5316765e-06), np.float32(4.6173898e-07), np.float32(0.8202794), np.float32(0.00016376848)]"
9598,9,1.0,"[np.float32(6.853154e-38), np.float32(8.067649e-11), np.float32(0.0), np.float32(1.8e-44), np.float32(0.0), np.float32(0.0), np.float32(3.2716063e-35), np.float32(0.0), np.float32(5.4139393e-36), np.float32(1.0)]"
6191,0,0.99999833,"[np.float32(0.99999833), np.float32(1.9608264e-09), np.float32(1.4519045e-06), np.float32(5.500724e-08), np.float32(5.590886e-12), np.float32(1.3355137e-12), np.float32(1.2765145e-11), np.float32(5.230594e-10), np.float32(9.961228e-08), np.float32(1.4887365e-09)]"
7898,1,1.0,"[np.float32(1.8761401e-20), np.float32(1.0), np.float32(4.8023045e-22), np.float32(9.9669026e-24), np.float32(9.2036904e-30), np.float32(5.6246147e-25), np.float32(1.9899609e-21), np.float32(1.8754402e-26), np.float32(1.5000436e-16), np.float32(2.8050982e-08)]"
1567,2,0.9206817,"[np.float32(3.360645e-06), np.float32(1.11860945e-05), np.float32(0.9206817), np.float32(0.0024030223), np.float32(9.981284e-07), np.float32(0.027965078), np.float32(0.00049999554), np.float32(0.033263065), np.float32(7.411102e-07), np.float32(0.015170705)]"
2252,3,1.0,"[np.float32(2.1077762e-20), np.float32(5.9222325e-22), np.float32(1.5314176e-10), np.float32(1.0), np.float32(5.595149e-17), np.float32(7.676542e-09), np.float32(1.3436339e-11), np.float32(3.980909e-18), np.float32(2.2896095e-21), np.float32(6.030172e-23)]"
3276,4,0.99922884,"[np.float32(7.3658397e-13), np.float32(3.663399e-17), np.float32(1.9301086e-12), np.float32(1.9428206e-13), np.float32(0.99922884), np.float32(1.3586644e-08), np.float32(1.0741359e-16), np.float32(0.000771176), np.float32(2.0710336e-18), np.float32(2.5386033e-13)]"
9353,5,0.80049276,"[np.float32(1.6135343e-07), np.float32(2.2039584e-08), np.float32(0.00019433071), np.float32(0.19921908), np.float32(4.072157e-05), np.float32(0.80049276), np.float32(2.7694455e-07), np.float32(1.3457557e-06), np.float32(5.1168205e-05), np.float32(7.081877e-08)]"
3201,6,0.7695656,"[np.float32(1.1165838e-09), np.float32(3.5247502e-10), np.float32(4.181159e-07), np.float32(0.22966978), np.float32(1.2404318e-07), np.float32(0.0007641803), np.float32(0.7695656), np.float32(8.5456797e-10), np.float32(1.0092235e-08), np.float32(3.4071426e-10)]"
8235,7,1.0,"[np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(4.5e-44), np.float32(1.9752432e-36), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(0.0)]"
8838,8,1.0,"[np.float32(7.4764484e-13), np.float32(7.262055e-10), np.float32(7.0990857e-20), np.float32(1.0163135e-15), np.float32(4.7669686e-22), np.float32(1.0820602e-19), np.float32(4.7437538e-20), np.float32(5.048101e-20), np.float32(1.0), np.float32(1.5917375e-12)]"
34,9,1.0,"[np.float32(3.3243126e-16), np.float32(1.7847935e-17), np.float32(6.205075e-29), np.float32(1.58934e-28), np.float32(1.2547924e-31), np.float32(1.7954353e-29), np.float32(1.449439e-32), np.float32(3.384156e-23), np.float32(1.4235818e-15), np.float32(1.0)]"
4453,0,1.0,"[np.float32(1.0), np.float32(3.3937603e-16), np.float32(4.3541526e-08), np.float32(5.5849825e-15), np.float32(1.971793e-12), np.float32(1.7191664e-15), np.float32(1.6101056e-14), np.float32(1.9689064e-16), np.float32(2.6355504e-10), np.float32(1.8591734e-16)]"
2393,1,0.9900759,"[np.float32(5.0264443e-05), np.float32(0.9900759), np.float32(7.106663e-11), np.float32(2.8129174e-10), np.float32(3.4795983e-07), np.float32(1.2206451e-10), np.float32(4.3015684e-09), np.float32(1.9197929e-12), np.float32(0.007638268), np.float32(0.002235235)]"
6708,2,1.0,"[np.float32(2.4935838e-19), np.float32(2.58114e-29), np.float32(1.0), np.float32(2.4352871e-14), np.float32(2.3781926e-11), np.float32(2.1135071e-14), np.float32(3.2120643e-19), np.float32(1.1000786e-17), np.float32(7.8817166e-28), np.float32(1.9087288e-32)]"
464,3,0.97906965,"[np.float32(4.0845087e-08), np.float32(6.827638e-07), np.float32(5.2166882e-08), np.float32(0.97906965), np.float32(3.3061217e-06), np.float32(0.00017866258), np.float32(1.2472038e-06), np.float32(1.957114e-05), np.float32(7.2073875e-05), np.float32(0.020654753)]"
4645,4,0.8356013,"[np.float32(4.255772e-08), np.float32(2.7664718e-10), np.float32(0.00040852002), np.float32(0.00023717657), np.float32(0.8356013), np.float32(0.020913642), np.float32(2.9939167e-07), np.float32(0.14283897), np.float32(1.9668017e-11), np.float32(2.5417102e-10)]"
834,5,0.4532422,"[np.float32(2.4400858e-06), np.float32(7.605601e-07), np.float32(2.7514656e-05), np.float32(0.0007781342), np.float32(0.37473556), np.float32(0.4532422), np.float32(6.7881956e-05), np.float32(0.17105271), np.float32(2.7790924e-07), np.float32(9.246933e-05)]"
8802,6,1.0,"[np.float32(3.0668773e-28), np.float32(4.4729776e-23), np.float32(5.8274683e-19), np.float32(7.788267e-18), np.float32(6.1447264e-29), np.float32(5.6413053e-27), np.float32(1.0), np.float32(1.6412004e-34), np.float32(1.5209927e-26), np.float32(2.4275925e-26)]"
5351,7,0.9999975,"[np.float32(1.0500609e-12), np.float32(1.748173e-17), np.float32(2.57336e-08), np.float32(2.4440697e-06), np.float32(6.659871e-12), np.float32(3.4822325e-09), np.float32(5.7717024e-19), np.float32(0.9999975), np.float32(1.4290101e-20), np.float32(2.3596275e-13)]"
7832,8,1.0,"[np.float32(1.1574774e-17), np.float32(2.431372e-20), np.float32(2.3989428e-27), np.float32(3.501606e-26), np.float32(7.120677e-27), np.float32(4.504706e-31), np.float32(1.0639261e-30), np.float32(2.578916e-29), np.float32(1.0), np.float32(2.0985658e-20)]"
1927,9,0.99997306,"[np.float32(4.0473704e-11), np.float32(2.6916727e-05), np.float32(1.6497418e-28), np.float32(5.046544e-26), np.float32(1.2750628e-31), np.float32(8.836252e-31), np.float32(4.7644464e-27), np.float32(8.363463e-26), np.float32(4.542691e-14), np.float32(0.99997306)]"
8894,0,0.99999976,"[np.float32(0.99999976), np.float32(6.9207617e-12), np.float32(7.9117974e-08), np.float32(2.6514386e-09), np.float32(1.2130659e-08), np.float32(5.7072803e-08), np.float32(8.67142e-10), np.float32(2.0444773e-09), np.float32(7.8533646e-10), np.float32(6.846149e-12)]"
8455,1,1.0,"[np.float32(6.4263744e-34), np.float32(1.0), np.float32(1e-45), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.1572119e-33), np.float32(4.6130524e-28)]"
569,2,0.9518884,"[np.float32(6.340812e-08), np.float32(1.9932523e-14), np.float32(0.9518884), np.float32(2.2796367e-11), np.float32(0.0481106), np.float32(1.4335811e-11), np.float32(8.282919e-07), np.float32(5.656742e-12), np.float32(3.7761076e-13), np.float32(5.0345817e-15)]"
1518,3,0.95344776,"[np.float32(3.1632492e-11), np.float32(1.2902063e-08), np.float32(3.4587677e-07), np.float32(0.95344776), np.float32(7.5794753e-07), np.float32(0.046550654), np.float32(2.4619445e-07), np.float32(2.1155186e-07), np.float32(2.2883209e-10), np.float32(1.0813593e-10)]"
9377,4,0.99999976,"[np.float32(3.056743e-10), np.float32(3.0910807e-15), np.float32(5.823241e-09), np.float32(5.2363216e-17), np.float32(0.99999976), np.float32(4.890826e-13), np.float32(4.026784e-13), np.float32(2.570728e-07), np.float32(1.1251832e-16), np.float32(2.1307472e-16)]"
9188,5,0.9996107,"[np.float32(2.5851975e-06), np.float32(6.574711e-10), np.float32(1.2386743e-05), np.float32(0.000364233), np.float32(1.2366824e-08), np.float32(0.9996107), np.float32(3.6146635e-09), np.float32(9.470925e-06), np.float32(5.4713473e-07), np.float32(2.3882174e-09)]"
9425,6,0.9999995,"[np.float32(1.1962031e-16), np.float32(8.470349e-18), np.float32(4.842802e-07), np.float32(3.3559488e-08), np.float32(3.887007e-10), np.float32(6.5264897e-15), np.float32(0.9999995), np.float32(7.330134e-20), np.float32(2.615581e-15), np.float32(1.3620674e-18)]"
4509,7,0.9995091,"[np.float32(1.0950778e-05), np.float32(3.6275324e-07), np.float32(7.7328266e-05), np.float32(6.219091e-05), np.float32(0.00026478205), np.float32(7.397161e-05), np.float32(1.2882053e-06), np.float32(0.9995091), np.float32(2.0574314e-10), np.float32(2.4154596e-09)]"
6366,8,0.99988866,"[np.float32(0.00011132372), np.float32(8.95939e-12), np.float32(3.574167e-08), np.float32(6.189493e-10), np.float32(8.776089e-11), np.float32(6.407174e-13), np.float32(2.1334235e-11), np.float32(5.3725613e-14), np.float32(0.99988866), np.float32(5.838691e-11)]"
7501,9,1.0,"[np.float32(1.763813e-23), np.float32(1.4119199e-10), np.float32(1.2553439e-37), np.float32(2.7410476e-35), np.float32(3.5606901e-38), np.float32(5.8519384e-38), np.float32(1.2004176e-32), np.float32(1.7546378e-32), np.float32(3.378852e-24), np.float32(1.0)]"
2185,0,0.47493497,"[np.float32(0.47493497), np.float32(0.3645796), np.float32(1.1042785e-14), np.float32(1.715735e-17), np.float32(2.955177e-16), np.float32(2.0875216e-18), np.float32(7.4564856e-16), np.float32(3.9406676e-17), np.float32(0.005772039), np.float32(0.15471347)]"
8751,1,0.48927465,"[np.float32(0.04294473), np.float32(0.48927465), np.float32(3.951655e-05), np.float32(0.018141067), np.float32(2.295407e-05), np.float32(0.00015558534), np.float32(0.4493049), np.float32(7.2828303e-09), np.float32(0.000112674956), np.float32(3.9054803e-06)]"
6636,2,0.99982053,"[np.float32(2.7567908e-06), np.float32(1.9770195e-12), np.float32(0.99982053), np.float32(2.1927893e-09), np.float32(0.00017671817), np.float32(1.04941965e-10), np.float32(5.5494922e-08), np.float32(2.2237484e-11), np.float32(2.2255614e-10), np.float32(2.0417221e-13)]"
760,3,0.9983626,"[np.float32(1.419047e-10), np.float32(5.644276e-15), np.float32(1.2208547e-17), np.float32(0.9983626), np.float32(3.3771725e-11), np.float32(1.0036708e-05), np.float32(4.2251394e-24), np.float32(0.0016273422), np.float32(3.550072e-14), np.float32(1.7358731e-13)]"
4902,4,0.9482771,"[np.float32(3.1017925e-12), np.float32(6.834364e-13), np.float32(0.0010424111), np.float32(3.7479263e-06), np.float32(0.9482771), np.float32(0.0506757), np.float32(9.399807e-09), np.float32(1.0964594e-06), np.float32(5.5706273e-12), np.float32(4.3813453e-11)]"
4005,5,0.74097866,"[np.float32(2.6166475e-10), np.float32(8.941128e-09), np.float32(3.5121102e-06), np.float32(0.25576952), np.float32(9.0409793e-07), np.float32(0.74097866), np.float32(0.0032466846), np.float32(6.560003e-08), np.float32(1.1293395e-09), np.float32(6.665395e-07)]"
6850,6,0.9999994,"[np.float32(1.36175835e-14), np.float32(3.4354894e-14), np.float32(3.2346545e-09), np.float32(7.645712e-11), np.float32(5.952767e-07), np.float32(9.769512e-10), np.float32(0.9999994), np.float32(1.5145206e-16), np.float32(2.3464157e-16), np.float32(5.0956703e-14)]"
8510,7,1.0,"[np.float32(1.12580805e-35), np.float32(1.48337e-40), np.float32(6.499357e-39), np.float32(3.839095e-39), np.float32(1.4096757e-25), np.float32(1.2631914e-25), np.float32(0.0), np.float32(1.0), np.float32(0.0), np.float32(8.6438e-41)]"
576,8,1.0,"[np.float32(6.890853e-15), np.float32(5.431806e-16), np.float32(9.909447e-28), np.float32(4.9775873e-24), np.float32(1.36331785e-30), np.float32(1.39360185e-27), np.float32(1.3509668e-28), np.float32(1.1377187e-29), np.float32(1.0), np.float32(9.2883865e-20)]"
1475,9,1.0,"[np.float32(1.6750554e-30), np.float32(1.9533648e-12), np.float32(6e-44), np.float32(1.14e-43), np.float32(0.0), np.float32(7e-45), np.float32(2.12704e-40), np.float32(8e-45), np.float32(1.0182806e-31), np.float32(1.0)]"
3680,0,0.99674016,"[np.float32(0.99674016), np.float32(5.930859e-07), np.float32(0.0003774875), np.float32(0.00015578148), np.float32(2.4342576e-06), np.float32(3.8383396e-07), np.float32(7.8807155e-08), np.float32(5.4443644e-06), np.float32(0.0027123184), np.float32(5.3736076e-06)]"
4790,1,0.960972,"[np.float32(8.346265e-09), np.float32(0.960972), np.float32(3.09668e-20), np.float32(9.479464e-20), np.float32(5.8153954e-24), np.float32(1.5338954e-23), np.float32(9.120095e-22), np.float32(1.2824504e-21), np.float32(6.4191654e-06), np.float32(0.039021645)]"
5442,2,0.9999262,"[np.float32(5.5990506e-05), np.float32(1.7238896e-11), np.float32(0.9999262), np.float32(7.906268e-08), np.float32(1.0735178e-05), np.float32(4.5159154e-06), np.float32(9.592206e-07), np.float32(1.4546576e-06), np.float32(3.9132537e-11), np.float32(4.8826394e-12)]"
7150,3,0.6084581,"[np.float32(4.243752e-06), np.float32(5.8342877e-05), np.float32(0.033211663), np.float32(0.6084581), np.float32(0.00048507753), np.float32(0.044298742), np.float32(0.30678466), np.float32(0.0018452246), np.float32(0.0047715968), np.float32(8.2352955e-05)]"
1128,4,0.9820915,"[np.float32(2.9103435e-11), np.float32(1.242879e-13), np.float32(3.076066e-10), np.float32(1.1272677e-10), np.float32(0.9820915), np.float32(0.00028526096), np.float32(2.9792134e-14), np.float32(0.017623242), np.float32(8.960352e-15), np.float32(4.1378364e-15)]"
4805,5,0.99465346,"[np.float32(5.34099e-13), np.float32(7.7764875e-14), np.float32(4.308987e-09), np.float32(0.0053336616), np.float32(1.281674e-05), np.float32(0.99465346), np.float32(2.0330815e-13), np.float32(6.3196004e-10), np.float32(3.9534748e-14), np.float32(1.6069497e-14)]"
1062,6,1.0,"[np.float32(1.205558e-16), np.float32(5.3315663e-15), np.float32(6.4064833e-09), np.float32(3.1052807e-08), np.float32(1.0310274e-11), np.float32(5.621032e-14), np.float32(1.0), np.float32(2.3970788e-18), np.float32(9.6058795e-14), np.float32(3.6599815e-16)]"
2732,7,1.0,"[np.float32(2.6309105e-17), np.float32(4.3750192e-21), np.float32(7.839244e-24), np.float32(1.985488e-20), np.float32(8.071772e-19), np.float32(1.8114476e-14), np.float32(6.862391e-30), np.float32(1.0), np.float32(2.2870358e-20), np.float32(5.0267637e-23)]"
9130,8,1.0,"[np.float32(2.332747e-10), np.float32(3.8359027e-10), np.float32(3.5486075e-16), np.float32(1.6886633e-15), np.float32(5.1026067e-18), np.float32(1.836005e-18), np.float32(4.317639e-20), np.float32(1.1818824e-19), np.float32(1.0), np.float32(2.2806253e-11)]"
2279,9,1.0,"[np.float32(1.9697475e-09), np.float32(3.564047e-08), np.float32(1.9788392e-15), np.float32(2.521098e-14), np.float32(4.0071646e-16), np.float32(2.795839e-17), np.float32(9.5348567e-17), np.float32(2.148991e-13), np.float32(4.5954604e-10), np.float32(1.0)]"
2160,0,0.9948192,"[np.float32(0.9948192), np.float32(0.0051806355), np.float32(2.633377e-11), np.float32(4.3896974e-16), np.float32(1.286326e-16), np.float32(2.426327e-19), np.float32(4.9647576e-16), np.float32(2.0640084e-13), np.float32(1.8723532e-09), np.float32(1.1613438e-07)]"
8772,1,1.0,"[np.float32(2.6426e-41), np.float32(1.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(4.9e-44), np.float32(0.0), np.float32(2.3819334e-37), np.float32(4.866248e-26)]"
9423,2,0.99987805,"[np.float32(2.6708863e-08), np.float32(2.989876e-08), np.float32(0.99987805), np.float32(1.2418162e-07), np.float32(8.995684e-06), np.float32(8.483111e-05), np.float32(3.9219237e-09), np.float32(2.8032739e-05), np.float32(8.9173005e-13), np.float32(6.020329e-10)]"
2646,3,0.9993199,"[np.float32(3.529797e-12), np.float32(3.815675e-15), np.float32(1.0125559e-09), np.float32(0.9993199), np.float32(4.1854676e-11), np.float32(0.00068014686), np.float32(7.2672584e-09), np.float32(1.4541471e-10), np.float32(8.7133856e-11), np.float32(9.626653e-13)]"
3203,4,1.0,"[np.float32(1.072705e-21), np.float32(1.1046669e-24), np.float32(2.1654782e-13), np.float32(7.6889467e-22), np.float32(1.0), np.float32(1.1987312e-21), np.float32(2.0356865e-14), np.float32(5.443995e-19), np.float32(7.590147e-24), np.float32(6.682575e-27)]"
2915,5,0.9999999,"[np.float32(1.8351245e-12), np.float32(2.0852922e-15), np.float32(8.384657e-08), np.float32(1.1403023e-09), np.float32(4.127062e-12), np.float32(0.9999999), np.float32(1.4171231e-15), np.float32(8.885427e-10), np.float32(1.9485315e-15), np.float32(3.2278543e-15)]"
8414,6,1.0,"[np.float32(9.494751e-24), np.float32(5.119872e-22), np.float32(2.679114e-13), np.float32(3.1309424e-16), np.float32(1.7919335e-20), np.float32(1.6667904e-20), np.float32(1.0), np.float32(2.3084546e-30), np.float32(2.8059934e-22), np.float32(1.0537569e-20)]"
4064,7,1.0,"[np.float32(1.1398153e-24), np.float32(9.979181e-26), np.float32(7.442318e-24), np.float32(3.5626892e-22), np.float32(1.01365725e-08), np.float32(9.400334e-12), np.float32(2.1793314e-23), np.float32(1.0), np.float32(9.746538e-31), np.float32(2.744357e-25)]"
5747,8,0.996951,"[np.float32(0.0030489464), np.float32(6.791343e-09), np.float32(1.7277565e-11), np.float32(1.0848244e-13), np.float32(4.818628e-14), np.float32(1.5195948e-15), np.float32(6.0689694e-14), np.float32(2.944476e-16), np.float32(0.996951), np.float32(3.470152e-10)]"
6374,9,0.99995816,"[np.float32(8.925576e-08), np.float32(3.6760906e-05), np.float32(1.2405311e-12), np.float32(4.9371496e-12), np.float32(1.6208409e-14), np.float32(2.2180374e-16), np.float32(3.7733007e-14), np.float32(1.2065267e-12), np.float32(5.00903e-06), np.float32(0.99995816)]"
584,0,0.9999999,"[np.float32(0.9999999), np.float32(4.5572173e-15), np.float32(1.12937585e-07), np.float32(3.0565598e-12), np.float32(2.1426379e-10), np.float32(1.0614248e-15), np.float32(9.1349225e-15), np.float32(1.4351992e-14), np.float32(3.6984078e-09), np.float32(1.0214703e-13)]"
3485,1,0.9999745,"[np.float32(9.632711e-11), np.float32(0.9999745), np.float32(2.0675711e-27), np.float32(1.0997882e-21), np.float32(8.501299e-28), np.float32(4.6459247e-27), np.float32(1.5856911e-27), np.float32(1.5713425e-26), np.float32(2.5522275e-05), np.float32(1.0189343e-09)]"
342,2,0.99996185,"[np.float32(3.7096455e-05), np.float32(6.136686e-16), np.float32(0.99996185), np.float32(1.9532942e-08), np.float32(1.0799807e-06), np.float32(3.9471684e-09), np.float32(7.871366e-09), np.float32(2.3204484e-08), np.float32(5.8939216e-12), np.float32(2.0714941e-14)]"
695,3,0.9999907,"[np.float32(4.933889e-10), np.float32(4.1255385e-11), np.float32(1.2426191e-06), np.float32(0.9999907), np.float32(6.694709e-08), np.float32(2.3701184e-06), np.float32(5.478605e-06), np.float32(1.6771631e-07), np.float32(1.4137973e-08), np.float32(9.18048e-11)]"
3822,4,0.9944571,"[np.float32(1.8657574e-10), np.float32(8.517632e-13), np.float32(7.2583384e-11), np.float32(1.5869772e-09), np.float32(0.9944571), np.float32(2.8034945e-05), np.float32(2.4506834e-09), np.float32(0.0055148858), np.float32(6.033831e-15), np.float32(4.349652e-12)]"
9661,5,0.65029573,"[np.float32(0.0005138165), np.float32(0.00014287939), np.float32(0.014752258), np.float32(0.03513498), np.float32(0.00204157), np.float32(0.65029573), np.float32(0.0008852087), np.float32(0.16252172), np.float32(0.13367108), np.float32(4.066269e-05)]"
8534,6,1.0,"[np.float32(2.7288709e-21), np.float32(1.8111691e-20), np.float32(2.612003e-11), np.float32(2.0988307e-12), np.float32(2.1737846e-16), np.float32(1.2614327e-19), np.float32(1.0), np.float32(5.6369224e-25), np.float32(3.8433112e-19), np.float32(4.3778953e-19)]"
8237,7,1.0,"[np.float32(1.391911e-29), np.float32(2.104141e-31), np.float32(4.5986844e-26), np.float32(3.9728997e-25), np.float32(4.958711e-13), np.float32(5.9639744e-13), np.float32(4.9223602e-30), np.float32(1.0), np.float32(3.430838e-35), np.float32(1.5041814e-30)]"
1856,8,1.0,"[np.float32(3.8480065e-26), np.float32(5.987659e-28), np.float32(3.826e-41), np.float32(8.3835e-41), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(0.0), np.float32(1.0), np.float32(1.1515715e-32)]"
3288,9,1.0,"[np.float32(1.0804209e-15), np.float32(4.738343e-14), np.float32(6.259245e-32), np.float32(2.7315662e-30), np.float32(7.679888e-37), np.float32(2.1620768e-36), np.float32(2.1823808e-34), np.float32(7.660959e-29), np.float32(6.57173e-17), np.float32(1.0)]"
473,0,0.98884785,"[np.float32(0.98884785), np.float32(6.7826954e-06), np.float32(4.896529e-05), np.float32(5.460855e-06), np.float32(0.0022617213), np.float32(1.694555e-08), np.float32(4.2749736e-08), np.float32(1.1292102e-06), np.float32(0.003083323), np.float32(0.005744606)]"
